R2_1-m/m;R2_2-m/m;R2_3-m/m;e_1;e_2
0.000145936;-0.000083516;0.000171752;0.000401547;-0.000083859
0.000146319;-0.000082223;0.000170903;0.000399758;-0.000082536
0.000144685;-0.000083267;0.000169929;0.000398212;-0.000083598
0.000146353;-0.000083050;0.000168420;0.000398076;-0.000083303
0.000146057;-0.000085547;0.000170263;0.000402167;-0.000085847
0.000146371;-0.000083623;0.000170343;0.000400634;-0.000083920
0.000145157;-0.000084051;0.000171359;0.000400921;-0.000084405
0.000144051;-0.000082142;0.000170796;0.000397362;-0.000082515
0.000144108;-0.000084224;0.000170596;0.000399291;-0.000084587
0.000145856;-0.000083836;0.000169632;0.000399616;-0.000084128
0.000145077;-0.000083654;0.000170937;0.000400014;-0.000084000
0.000144463;-0.000085547;0.000169935;0.000400279;-0.000085881
0.000146023;-0.000082570;0.000169464;0.000398343;-0.000082856
0.000145980;-0.000082351;0.000170907;0.000399560;-0.000082673
0.000145503;-0.000084952;0.000170353;0.000401126;-0.000085270
0.000146370;-0.000083268;0.000169318;0.000399229;-0.000083541
0.000145141;-0.000084045;0.000171560;0.000401106;-0.000084405
0.000146262;-0.000082454;0.000169408;0.000398403;-0.000082733
0.000145829;-0.000082972;0.000170496;0.000399612;-0.000083287
0.000145690;-0.000082566;0.000171799;0.000400408;-0.000082919
0.000145368;-0.000084835;0.000168906;0.000399395;-0.000085121
0.000147508;-0.000080718;0.000170038;0.000398529;-0.000080983
0.000146909;-0.000081434;0.000169329;0.000397934;-0.000081696
0.000145982;-0.000085400;0.000170412;0.000402100;-0.000085706
0.000146172;-0.000082538;0.000170422;0.000399437;-0.000082843
0.000147951;-0.000082873;0.000170326;0.000401408;-0.000083131
0.000146715;-0.000084116;0.000171738;0.000402890;-0.000084437
0.000145843;-0.000081949;0.000172360;0.000400516;-0.000082313
0.000145689;-0.000083660;0.000172343;0.000402058;-0.000084026
0.000147633;-0.000084910;0.000172112;0.000404961;-0.000085216
0.000145946;-0.000083111;0.000169935;0.000399290;-0.000083409
0.000146406;-0.000083262;0.000171257;0.000401244;-0.000083581
0.000146094;-0.000082296;0.000171953;0.000400689;-0.000082642
0.000146173;-0.000082494;0.000171137;0.000400127;-0.000082817
0.000146157;-0.000082796;0.000171123;0.000400398;-0.000083118
0.000144932;-0.000082645;0.000170336;0.000398249;-0.000082981
0.000146070;-0.000084050;0.000172212;0.000402683;-0.000084401
0.000146358;-0.000083010;0.000170515;0.000400185;-0.000083312
0.000146245;-0.000084025;0.000169936;0.000400496;-0.000084315
0.000145010;-0.000083465;0.000170004;0.000398803;-0.000083789
0.000146013;-0.000080773;0.000170102;0.000397192;-0.000081077
0.000146683;-0.000084286;0.000169223;0.000400454;-0.000084548
0.000145603;-0.000084155;0.000171009;0.000401100;-0.000084488
0.000148265;-0.000082916;0.000169918;0.000401341;-0.000083158
0.000145738;-0.000083525;0.000169577;0.000399134;-0.000083819
0.000146328;-0.000082820;0.000170499;0.000399950;-0.000083123
0.000148567;-0.000084502;0.000170293;0.000403604;-0.000084744
0.000144916;-0.000082330;0.000171515;0.000399128;-0.000082697
0.000146629;-0.000082892;0.000170371;0.000400184;-0.000083184
0.000146352;-0.000082761;0.000168575;0.000397945;-0.000083018
0.000146917;-0.000083993;0.000169824;0.000401004;-0.000084263
0.000144553;-0.000082951;0.000171403;0.000399281;-0.000083325
0.000147228;-0.000083800;0.000169904;0.000401197;-0.000084065
0.000145846;-0.000085056;0.000169385;0.000400572;-0.000085341
0.000146361;-0.000084708;0.000171585;0.000402980;-0.000085034
0.000146138;-0.000083390;0.000170915;0.000400760;-0.000083707
0.000144422;-0.000083224;0.000170716;0.000398721;-0.000083583
0.000145384;-0.000082663;0.000170707;0.000399087;-0.000082996
0.000145258;-0.000084015;0.000171214;0.000400834;-0.000084362
0.000146708;-0.000080961;0.000171715;0.000399709;-0.000081286
0.000145720;-0.000084455;0.000169610;0.000400079;-0.000084749
0.000147242;-0.000083248;0.000172031;0.000402837;-0.000083564
0.000144386;-0.000082885;0.000167100;0.000394641;-0.000083155
0.000146182;-0.000083382;0.000170228;0.000400091;-0.000083681
0.000145028;-0.000084004;0.000172107;0.000401517;-0.000084382
0.000145936;-0.000082911;0.000171951;0.000401148;-0.000083261
0.000146378;-0.000083508;0.000170563;0.000400751;-0.000083810
0.000143350;-0.000085713;0.000170418;0.000399858;-0.000086090
0.000146147;-0.000084307;0.000169106;0.000399832;-0.000084579
0.000144783;-0.000084043;0.000169949;0.000399103;-0.000084371
0.000143895;-0.000082611;0.000172208;0.000399130;-0.000083027
0.000146777;-0.000082634;0.000170661;0.000400367;-0.000082929
0.000145145;-0.000082816;0.000168312;0.000396553;-0.000083096
0.000146244;-0.000084964;0.000170697;0.000402212;-0.000085271
0.000146407;-0.000081923;0.000170549;0.000399182;-0.000082226
0.000144922;-0.000082464;0.000170840;0.000398575;-0.000082813
0.000144887;-0.000082525;0.000169956;0.000397695;-0.000082852
0.000143926;-0.000083729;0.000169817;0.000397820;-0.000084077
0.000145517;-0.000084387;0.000170693;0.000400924;-0.000084714
0.000146991;-0.000083474;0.000171998;0.000402785;-0.000083796
0.000145688;-0.000083591;0.000170309;0.000399901;-0.000083904
0.000145677;-0.000083480;0.000170193;0.000399661;-0.000083791
0.000146853;-0.000082289;0.000171300;0.000400751;-0.000082598
0.000146709;-0.000083291;0.000170648;0.000400944;-0.000083587
0.000145230;-0.000082167;0.000169645;0.000397353;-0.000082478
0.000148550;-0.000084302;0.000171787;0.000404915;-0.000084578
0.000146167;-0.000082311;0.000170301;0.000399081;-0.000082613
0.000145055;-0.000082631;0.000170920;0.000398953;-0.000082978
0.000145886;-0.000083552;0.000171584;0.000401362;-0.000083892
0.000145589;-0.000083176;0.000171249;0.000400354;-0.000083516
0.000145224;-0.000083501;0.000170297;0.000399347;-0.000083826
0.000147287;-0.000081634;0.000172444;0.000401692;-0.000081961
0.000145166;-0.000083606;0.000171392;0.000400519;-0.000083961
0.000144933;-0.000083955;0.000171963;0.000401227;-0.000084331
0.000144528;-0.000083754;0.000171194;0.000399844;-0.000084122
0.000145419;-0.000083450;0.000172510;0.000401757;-0.000083828
0.000145396;-0.000081783;0.000170036;0.000397532;-0.000082100
0.000144442;-0.000082623;0.000169288;0.000396675;-0.000082945
0.000143972;-0.000084507;0.000171914;0.000400795;-0.000084909
0.000146429;-0.000083195;0.000170194;0.000400110;-0.000083487
0.000144595;-0.000082150;0.000170061;0.000397144;-0.000082488
0.000146198;-0.000084155;0.000167983;0.000398582;-0.000084401
0.000146500;-0.000082888;0.000170808;0.000400502;-0.000083194
0.000146501;-0.000083448;0.000169135;0.000399349;-0.000083713
0.000144250;-0.000083250;0.000172019;0.000399918;-0.000083649
0.000146550;-0.000081654;0.000169684;0.000398167;-0.000081933
0.000145133;-0.000082347;0.000171655;0.000399500;-0.000082712
0.000145166;-0.000084459;0.000170975;0.000400943;-0.000084802
0.000145846;-0.000082418;0.000171067;0.000399661;-0.000082748
0.000145366;-0.000083794;0.000169590;0.000399054;-0.000084098
0.000148066;-0.000080839;0.000171777;0.000400974;-0.000081131
0.000146325;-0.000083131;0.000173690;0.000403531;-0.000083516
0.000147479;-0.000082135;0.000172202;0.000402132;-0.000082451
0.000145466;-0.000082169;0.000170933;0.000398905;-0.000082506
0.000145646;-0.000082248;0.000171376;0.000399613;-0.000082591
0.000144818;-0.000082390;0.000169835;0.000397369;-0.000082716
0.000145882;-0.000083443;0.000171403;0.000401064;-0.000083779
0.000146042;-0.000083099;0.000170045;0.000399484;-0.000083397
0.000146651;-0.000085248;0.000171300;0.000403510;-0.000085559
0.000145700;-0.000083382;0.000168595;0.000397949;-0.000083654
0.000144750;-0.000081516;0.000171045;0.000397672;-0.000081877
0.000147131;-0.000083402;0.000170857;0.000401680;-0.000083692
0.000146172;-0.000080852;0.000170908;0.000398251;-0.000081171
0.000147170;-0.000081642;0.000171027;0.000400134;-0.000081937
0.000146834;-0.000084170;0.000170172;0.000401456;-0.000084450
0.000146934;-0.000083414;0.000167362;0.000397927;-0.000083631
0.000146628;-0.000083132;0.000171316;0.000401390;-0.000083446
0.000146141;-0.000082161;0.000170033;0.000398632;-0.000082458
0.000145108;-0.000080708;0.000168573;0.000394679;-0.000080998
0.000145278;-0.000083122;0.000171570;0.000400327;-0.000083479
0.000144543;-0.000083974;0.000173176;0.000402115;-0.000084396
0.000146135;-0.000084330;0.000170586;0.000401359;-0.000084638
0.000146838;-0.000082444;0.000171812;0.000401416;-0.000082766
0.000146435;-0.000082364;0.000171829;0.000400962;-0.000082698
0.000146798;-0.000081686;0.000170722;0.000399503;-0.000081983
0.000147241;-0.000082611;0.000171475;0.000401630;-0.000082914
0.000146860;-0.000083257;0.000170674;0.000401084;-0.000083550
0.000144790;-0.000083049;0.000168832;0.000396972;-0.000083350
0.000147563;-0.000081766;0.000169354;0.000398930;-0.000082013
0.000147583;-0.000082411;0.000171498;0.000401787;-0.000082706
0.000145661;-0.000083066;0.000172165;0.000401255;-0.000083429
0.000146996;-0.000082022;0.000171457;0.000400785;-0.000082332
0.000144121;-0.000082730;0.000170909;0.000398133;-0.000083103
0.000145492;-0.000083050;0.000173064;0.000401998;-0.000083442
0.000144680;-0.000082065;0.000172177;0.000399315;-0.000082458
0.000146112;-0.000082911;0.000170751;0.000400088;-0.000083225
0.000145320;-0.000081505;0.000171727;0.000398915;-0.000081868
0.000146328;-0.000082145;0.000169777;0.000398536;-0.000082431
0.000145579;-0.000083369;0.000170734;0.000400009;-0.000083696
0.000146809;-0.000080343;0.000173691;0.000401218;-0.000080718
0.000146862;-0.000083104;0.000173054;0.000403373;-0.000083457
0.000145763;-0.000084126;0.000170694;0.000400903;-0.000084446
0.000146625;-0.000081048;0.000171516;0.000399511;-0.000081370
0.000146035;-0.000082816;0.000171894;0.000401090;-0.000083161
0.000146535;-0.000082510;0.000171973;0.000401352;-0.000082844
0.000143668;-0.000083312;0.000171968;0.000399363;-0.000083727
0.000146637;-0.000083950;0.000170487;0.000401367;-0.000084243
0.000147829;-0.000083653;0.000171963;0.000403744;-0.000083952
0.000146049;-0.000083454;0.000169290;0.000399073;-0.000083734
0.000145769;-0.000081890;0.000170074;0.000398041;-0.000082198
0.000146246;-0.000081829;0.000171319;0.000399720;-0.000082155
0.000145951;-0.000082734;0.000171019;0.000400029;-0.000083059
0.000146774;-0.000081668;0.000172172;0.000400948;-0.000082002
0.000143335;-0.000084795;0.000170704;0.000399221;-0.000085182
0.000145656;-0.000081957;0.000170027;0.000397949;-0.000082266
0.000144887;-0.000084008;0.000173295;0.000402605;-0.000084423
0.000145878;-0.000083790;0.000171348;0.000401350;-0.000084124
0.000147643;-0.000083824;0.000174700;0.000406540;-0.000084197
0.000151711;-0.000085806;0.000175456;0.000413255;-0.000086088
0.000154644;-0.000085482;0.000179507;0.000419939;-0.000085788
0.000158929;-0.000089934;0.000183622;0.000432777;-0.000090226
0.000162054;-0.000091813;0.000188383;0.000442574;-0.000092137
0.000160119;-0.000093463;0.000187649;0.000441585;-0.000093817
0.000163188;-0.000094822;0.000188809;0.000447122;-0.000095125
0.000161555;-0.000093869;0.000188582;0.000444345;-0.000094208
0.000161097;-0.000096938;0.000187848;0.000446212;-0.000097267
0.000161129;-0.000095435;0.000189773;0.000446715;-0.000095813
0.000160972;-0.000092895;0.000188065;0.000442275;-0.000093238
0.000163204;-0.000095656;0.000188777;0.000447938;-0.000095957
0.000160413;-0.000096454;0.000191511;0.000448821;-0.000096897
0.000162576;-0.000096001;0.000189983;0.000448905;-0.000096346
0.000167982;-0.000099399;0.000193985;0.000461667;-0.000099700
0.000172791;-0.000109546;0.000203263;0.000485990;-0.000109936
0.000175797;-0.000116535;0.000211400;0.000504242;-0.000117045
0.000177752;-0.000122732;0.000213295;0.000514275;-0.000123228
0.000180567;-0.000125631;0.000216007;0.000522689;-0.000126115
0.000181447;-0.000127053;0.000215889;0.000524844;-0.000127508
0.000180261;-0.000130425;0.000216410;0.000527592;-0.000130921
0.000180249;-0.000130095;0.000216625;0.000527472;-0.000130598
0.000179097;-0.000132163;0.000216608;0.000528401;-0.000132696
0.000179033;-0.000132508;0.000215086;0.000527120;-0.000133001
0.000179378;-0.000130061;0.000215651;0.000525592;-0.000130563
0.000179721;-0.000132125;0.000215689;0.000528025;-0.000132615
0.000177474;-0.000133148;0.000217038;0.000528252;-0.000133740
0.000177854;-0.000133579;0.000216038;0.000528022;-0.000134130
0.000182351;-0.000133753;0.000217237;0.000533797;-0.000134209
0.000181871;-0.000133418;0.000217909;0.000533685;-0.000133905
0.000183974;-0.000137402;0.000221534;0.000543428;-0.000137920
0.000188815;-0.000148772;0.000226800;0.000564892;-0.000149277
0.000190639;-0.000162671;0.000231329;0.000585192;-0.000163224
0.000193630;-0.000168221;0.000235618;0.000598044;-0.000168796
0.000191893;-0.000172704;0.000235281;0.000600487;-0.000173313
0.000192158;-0.000175315;0.000237005;0.000605122;-0.000175959
0.000194341;-0.000177645;0.000234198;0.000606690;-0.000178151
0.000190282;-0.000177417;0.000238115;0.000606544;-0.000178147
0.000193742;-0.000178189;0.000237035;0.000609561;-0.000178784
0.000193029;-0.000178123;0.000236547;0.000608301;-0.000178725
0.000192084;-0.000177071;0.000238284;0.000608119;-0.000177751
0.000193638;-0.000178802;0.000235186;0.000608174;-0.000179350
0.000192206;-0.000177536;0.000235435;0.000605773;-0.000178132
0.000192825;-0.000176935;0.000235833;0.000606183;-0.000177525
0.000193256;-0.000179369;0.000237391;0.000610632;-0.000179985
0.000197865;-0.000181212;0.000242895;0.000622603;-0.000181843
0.000199880;-0.000188749;0.000244378;0.000633609;-0.000189351
0.000198291;-0.000205943;0.000248433;0.000653398;-0.000206674
0.000200815;-0.000219395;0.000248119;0.000668959;-0.000220025
0.000200963;-0.000230183;0.000250769;0.000682594;-0.000230862
0.000201564;-0.000240273;0.000254147;0.000696722;-0.000241011
0.000200391;-0.000243308;0.000254752;0.000699235;-0.000244092
0.000201554;-0.000244834;0.000253490;0.000700591;-0.000245547
0.000201254;-0.000245158;0.000253131;0.000700255;-0.000245870
0.000200377;-0.000247495;0.000251211;0.000699765;-0.000248177
0.000200879;-0.000247982;0.000254294;0.000703904;-0.000248731
0.000198992;-0.000247915;0.000252474;0.000700135;-0.000248669
0.000199539;-0.000247227;0.000252049;0.000699543;-0.000247955
0.000200160;-0.000247808;0.000253035;0.000701739;-0.000248544
0.000198057;-0.000246707;0.000254498;0.000700103;-0.000247548
0.000198926;-0.000249520;0.000252344;0.000701540;-0.000250270
0.000199634;-0.000248533;0.000253804;0.000702742;-0.000249304
0.000205289;-0.000249998;0.000258686;0.000714712;-0.000250737
0.000208678;-0.000257249;0.000260700;0.000727314;-0.000257936
0.000207020;-0.000285091;0.000261141;0.000753957;-0.000285796
0.000202332;-0.000300144;0.000263195;0.000766539;-0.000301012
0.000203987;-0.000309033;0.000263187;0.000777014;-0.000309840
0.000202181;-0.000319438;0.000265182;0.000787697;-0.000320334
0.000202229;-0.000323387;0.000263638;0.000790101;-0.000324234
0.000201428;-0.000325614;0.000264416;0.000792345;-0.000326501
0.000202966;-0.000325399;0.000261571;0.000790705;-0.000326168
0.000201917;-0.000326261;0.000262685;0.000791689;-0.000327087
0.000200034;-0.000327050;0.000264114;0.000792115;-0.000327967
0.000200101;-0.000327897;0.000262408;0.000791273;-0.000328764
0.000201160;-0.000325910;0.000261371;0.000789254;-0.000326723
0.000198927;-0.000328495;0.000260940;0.000789222;-0.000329355
0.000199253;-0.000326271;0.000262243;0.000788657;-0.000327161
0.000200182;-0.000326323;0.000261984;0.000789345;-0.000327179
0.000199564;-0.000327485;0.000260428;0.000788307;-0.000328315
0.000198863;-0.000326818;0.000261335;0.000787891;-0.000327693
0.000201550;-0.000327574;0.000262898;0.000792862;-0.000328414
0.000199078;-0.000327567;0.000264592;0.000792195;-0.000328525
0.000201525;-0.000329464;0.000261827;0.000793625;-0.000330273
0.000198798;-0.000329010;0.000261930;0.000790628;-0.000329900
0.000199389;-0.000328626;0.000262226;0.000791123;-0.000329508
0.000199599;-0.000328625;0.000262707;0.000791820;-0.000329514
0.000200239;-0.000326505;0.000263149;0.000790779;-0.000327391
0.000200364;-0.000329781;0.000261015;0.000791980;-0.000330601
0.000198987;-0.000327833;0.000263296;0.000791040;-0.000328757
0.000198827;-0.000330078;0.000261030;0.000790798;-0.000330941
0.000201022;-0.000327059;0.000260406;0.000789277;-0.000327849
0.000198859;-0.000329501;0.000262307;0.000791565;-0.000330399
0.000198986;-0.000328095;0.000262928;0.000790922;-0.000329008
0.000198302;-0.000328556;0.000262856;0.000790645;-0.000329487
0.000199476;-0.000329554;0.000263657;0.000793604;-0.000330471
0.000199377;-0.000329104;0.000260372;0.000789684;-0.000329935
0.000198982;-0.000328809;0.000260757;0.000789401;-0.000329662
0.000199566;-0.000329203;0.000261456;0.000791080;-0.000330058
0.000199085;-0.000329484;0.000260941;0.000790364;-0.000330338
0.000198333;-0.000329406;0.000261353;0.000789979;-0.000330293
0.000199259;-0.000328553;0.000261957;0.000790647;-0.000329431
0.000199071;-0.000329928;0.000261206;0.000791066;-0.000330789
0.000197113;-0.000327314;0.000263375;0.000788785;-0.000328297
0.000198732;-0.000327581;0.000259867;0.000787018;-0.000328419
0.000200859;-0.000328404;0.000260649;0.000790711;-0.000329203
0.000197564;-0.000328712;0.000262525;0.000789744;-0.000329655
0.000199578;-0.000326754;0.000261294;0.000788480;-0.000327608
0.000199082;-0.000329469;0.000262487;0.000791934;-0.000330365
0.000199023;-0.000329896;0.000262722;0.000792545;-0.000330800
0.000197841;-0.000330026;0.000260386;0.000789127;-0.000330900
0.000199127;-0.000327025;0.000260474;0.000787470;-0.000327869
0.000198954;-0.000328303;0.000263089;0.000791265;-0.000329222
0.000199409;-0.000328970;0.000261979;0.000791232;-0.000329844
0.000198541;-0.000329506;0.000261083;0.000790003;-0.000330379
0.000199568;-0.000326768;0.000262618;0.000789844;-0.000327658
0.000199907;-0.000328844;0.000260515;0.000790087;-0.000329665
0.000196893;-0.000328870;0.000262082;0.000788796;-0.000329821
0.000199324;-0.000327915;0.000259144;0.000787185;-0.000328717
0.000200262;-0.000328064;0.000261606;0.000790773;-0.000328905
0.000199249;-0.000328514;0.000262436;0.000791091;-0.000329406
0.000198585;-0.000329642;0.000260146;0.000789220;-0.000330489
0.000199010;-0.000329549;0.000262103;0.000791550;-0.000330437
0.000201064;-0.000329446;0.000263168;0.000794536;-0.000330304
0.000199817;-0.000327608;0.000262911;0.000791226;-0.000328498
0.000199359;-0.000329275;0.000262521;0.000792044;-0.000330164
0.000198757;-0.000329342;0.000262095;0.000791089;-0.000330237
0.000197957;-0.000327803;0.000261118;0.000787772;-0.000328697
0.000199807;-0.000329372;0.000261602;0.000791633;-0.000330224
0.000199337;-0.000328193;0.000259931;0.000788283;-0.000329015
